Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
Ip Man,2008,86,85.33,Wilson Yip,"Donnie Yen, Simon Yam, Siu-wong Fan, Ka Tung Lam","The life story of Yip Man, the first person to teach the Chinese martial art of Wing Chun....",22114423.0,Drama,8.0,59.0,106.0,221414.0
Face/Off,1997,92,96.14,John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola","Obsessed with bringing terrorist Castor Troy (Nicolas Cage) to justice, FBI agent Sean Archer (John Travolta) tracks down Troy, who...",241200000.0,Sci-Fi,7.3,82.0,138.0,370301.0
To Live and Die in L.A.,1985,85,87.178,William Friedkin,"William L. Petersen, Willem Dafoe, John Pankow, Debra Feuer","When his longtime partner on the force is killed, reckless U.S. Secret Service agent Richard Chance (William L. Petersen) vows...",17307019.0,Drama,7.3,81.0,116.0,33190.0
The Dark Knight,2008,94,108.295,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine","With the help of allies Lt. Jim Gordon (Gary Oldman) and DA Harvey Dent (Aaron Eckhart), Batman (Christian Bale) has...",998615789.0,Drama,9.0,84.0,152.0,2556835.0
Mission: Impossible -- Ghost Protocol,2011,93,103.468,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton","Blamed for a terrorist attack on the Kremlin, Ethan Hunt (Tom Cruise) and the entire IMF agency are disavowed by...",,,,,,
Fast Five,2011,77,85.281,Justin Lin,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",Ever since ex-cop Brian O'Conner (Paul Walker) and Mia Torretto (Jordana Brewster) broke her brother Dom (Vin Diesel) out of...,630163454.0,Thriller,7.3,66.0,130.0,375390.0
Lethal Weapon,1987,80,83.824,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan","Following the death of his wife, Los Angeles police detective Martin Riggs (Mel Gibson) becomes reckless and suicidal. When he...",120192350.0,Comedy,7.8,,44.0,37688.0
The Rock,1996,68,70.818,Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris, Michael Biehn","FBI chemical warfare expert Stanley Goodspeed (Nicolas Cage) is sent on an urgent mission with a former British spy, John...",336069511.0,Thriller,7.4,58.0,136.0,333073.0
RoboCop,1987,90,95.419,Paul Verhoeven,"Peter Weller, Nancy Allen, Ronny Cox, Daniel O'Herlihy","In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the...",242981799.0,Sci-Fi,7.6,67.0,102.0,252581.0
John Wick: Chapter 2,2017,89,109.323,Chad Stahelski,"Keanu Reeves, Common, Laurence Fishburne, Riccardo Scamarcio",Retired super-assassin John Wick's plans to resume a quiet civilian life are cut short when Italian gangster Santino D'Antonio shows...,,Thriller,7.4,75.0,122.0,414765.0
Casino Royale,2006,94,105.806,Martin Campbell,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","After receiving a license to kill, British Secret Service agent James Bond (Daniel Craig) heads to Madagascar, where he uncovers...",594420283.0,Comedy,5.0,48.0,131.0,29875.0
Baby Driver,2017,92,122.963,Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal",Talented getaway driver Baby (Ansel Elgort) relies on the beat of his personal soundtrack to be the best in the...,227250102.0,Drama,7.6,86.0,113.0,512320.0
Fist of Legend,1994,100,75.121,Gordon Chan,"Jet Li, Chin Siu Ho, Billy Chow, Yasuaki Kurata","Chinese martial arts student Chen Zhen (Jet Li) is studying in Kyoto, Japan, when he learns his mentor has died...",,,,,,
The Killer,1989,98,99.825,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh, Kenneth Tsang","Mob assassin Jeffrey (Chow Yun-Fat) is no ordinary hired gun; the best in his business, he views his chosen profession...",,Drama,,,,
The Raid 2,2014,82,88.389,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara","After surviving a bloody fight with powerful gangsters, rookie Jakarta cop Rama (Iko Uwais) thinks he can resume a normal...",,Thriller,7.9,71.0,150.0,121696.0
Enter the Dragon,1973,95,98.841,Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly, Ahna Capri",Bruce Lee plays a martial-arts expert determined to help capture the narcotics dealer whose gang was responsible for the death...,21485066.0,Drama,7.6,83.0,102.0,103285.0
Commando,1985,69,70.179,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells","Retired Special Forces soldier John Matrix (Arnold Schwarzenegger) lives with daughter Jenny (Alyssa Milano) in isolation, but his privacy is...",35078864.0,Thriller,6.7,51.0,90.0,158053.0
First Blood,1982,87,87.117,Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy, David Caruso",Vietnam veteran and drifter John J. Rambo (Sylvester Stallone) wanders into a small Washington town in search of an old...,125212904.0,Thriller,7.7,61.0,93.0,246052.0
Mission: Impossible Rogue Nation,2015,94,106.886,Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson","With the IMF now disbanded and Ethan Hunt (Tom Cruise) out in the cold, a new threat -- called the...",,,,,,
The Terminator,1984,100,104.615,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield","Disguised as a human, a cyborg assassin known as a Terminator (Arnold Schwarzenegger) travels from 2029 to 1984 to kill...",78019031.0,Sci-Fi,8.1,84.0,107.0,842030.0
Gladiator,2000,78,84.793,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed","Commodus (Joaquin Phoenix) takes power and strips rank from Maximus (Russell Crowe), one of the favored generals of his predecessor...",456435588.0,Drama,8.5,67.0,155.0,1453863.0
Kill Bill: Vol. 1,2003,85,92.962,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Michael Madsen","A former assassin, known simply as The Bride (Uma Thurman), wakes from a coma four years after her jealous ex-lover...",,Drama,8.2,69.0,111.0,1083984.0
The Professional,1994,73,76.807,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello","Mathilda (Natalie Portman) is only 12 years old, but is already familiar with the dark side of life: her abusive...",,Thriller,7.4,,108.0,15389.0
Speed,1994,94,98.334,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",Los Angeles police officer Jack (Keanu Reeves) angers retired bomb squad member Howard Payne (Dennis Hopper) by foiling his attempt...,283200000.0,Thriller,7.3,78.0,116.0,356055.0
Drunken Master II,1994,84,85.387,Chia-Liang Liu,"Jackie Chan, Ti Lung, Anita Mui, Kar-leung Lau","From a land where honor and tradition reign, comes the legend of a martial-arts hero unlike any other -- the...",,,,,,
John Wick,2014,86,95.498,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",Legendary assassin John Wick (Keanu Reeves) retired from his violent career after marrying the love of his life. Her sudden...,76010510.0,Thriller,7.4,68.0,101.0,606041.0
"Crouching Tiger, Hidden Dragon",2000,97,102.82,Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Zhang Ziyi, Chen Chang","In 19th century Qing Dynasty China, a warrior (Chow Yun-Fat) gives his sword, Green Destiny, to his lover (Michelle Yeoh)...",213514672.0,Adventure,7.9,94.0,120.0,265710.0
Predator,1987,80,82.798,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Jesse Ventura, Elpidia Carrillo","Dutch (Arnold Schwarzenegger), a soldier of fortune, is hired by the U.S. government to secretly rescue a group of politicians...",98267558.0,Sci-Fi,7.8,45.0,107.0,399972.0
The Bourne Ultimatum,2007,92,103.329,Paul Greengrass,"Matt Damon, Julia Stiles, Joan Allen, David Strathairn",Jason Bourne (Matt Damon) continues his international quest to uncover his true identity. From Russia to Europe to northern Africa...,444043396.0,Thriller,8.0,85.0,115.0,627503.0
Total Recall,1990,82,87.033,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",Douglas Quaid (Arnold Schwarzenegger) is a bored construction worker in the year 2084 who dreams of visiting the colonized Mars....,261399830.0,Sci-Fi,7.5,57.0,113.0,323899.0
Mad Max 2,1981,94,97.669,George Miller,"Mel Gibson, Bruce Spence, Emil Minty, Vernon Wells","After avenging the death of his wife and young son at the hands of a vicious gang leader, Max (Mel...",,,,,,
Heat,1995,88,92.8,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Master criminal Neil McCauley (Robert De Niro) is trying to control the rogue actions of one of his men, while...",187433328.0,Drama,8.3,76.0,170.0,633949.0
The Raid: Redemption,2011,87,93.412,Gareth Huw Evans,"Iko Uwais, Joe Taslim, Doni Alamsyah, Yayan Ruhian","A rookie member of an elite team of commandos, Rama (Iko Uwais) is instructed to hang back while his comrades-in-arms...",,Thriller,7.6,73.0,101.0,201921.0
Mission: Impossible -- Fallout,2018,97,124.531,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg",Ethan Hunt and the IMF team join forces with CIA assassin August Walker to prevent a disaster of epic proportions....,,,,,,
Aliens,1986,97,104.618,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser","After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team....",183300764.0,Sci-Fi,8.4,84.0,137.0,699565.0
Hard-Boiled,1992,94,96.414,John Woo,"Chow Yun-Fat, Bowie Lam, Philip Chan, Tony Leung Chiu Wai",A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In...,,,,,,
The Matrix,1999,88,93.927,Andy Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Neo (Keanu Reeves) believes that Morpheus (Laurence Fishburne), an elusive figure considered to be the most dangerous man alive, can...",465974198.0,Sci-Fi,8.7,73.0,136.0,1858656.0
Terminator 2: Judgment Day,1991,93,98.106,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","In this sequel set eleven years after ""The Terminator,"" young John Connor (Edward Furlong), the key to civilization's victory over...",515390883.0,Sci-Fi,8.6,75.0,137.0,1068128.0
Die Hard,1988,94,99.857,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson",New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and two daughters on Christmas...,139434346.0,Thriller,8.2,72.0,132.0,857240.0
Mad Max: Fury Road,2015,97,114.924,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne","Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When...",367457874.0,Sci-Fi,8.1,90.0,120.0,969134.0
A Nightmare on Elm Street 3: Dream Warriors,1987,71,73.376,Chuck Russell,"Heather Langenkamp, Patricia Arquette, Craig Wasson, Larry Fishburne","During a hallucinatory incident, young Kristen Parker (Patricia Arquette) has her wrists slashed by dream-stalking monster Freddy Krueger (Robert Englund)....",,Horror,6.6,49.0,96.0,79500.0
Phenomena,1985,76,75.174,Dario Argento,"Jennifer Connelly, Donald Pleasence, Dalila Di Lazzaro, Fausta Avelli",An American (Jennifer Connelly) at a Swiss finishing school calls on insects to help a paralyzed scientist (Donald Pleasence) fight...,,Horror,6.7,57.0,116.0,26178.0
Bram Stoker's Dracula,1992,76,80.042,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",Adaptation of Bram Stoker's classic vampire novel. Gary Oldman plays Dracula whose lonely soul is determined to reunite with his...,215862692.0,Drama,7.4,57.0,128.0,212301.0
Hellraiser,1987,72,75.403,Clive Barker,"Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman",Sexual deviant Frank (Sean Chapman) inadvertently opens a portal to hell when he tinkers with a box he bought while...,14575148.0,Horror,6.9,57.0,94.0,117645.0
It's Alive!,1974,70,70.615,Larry Cohen,"John P. Ryan, Sharon Farrell, Andrew Duggan, Guy Stockwell","Leaving their son, Chris (Daniel Holzman), with a family friend (William Wellman Jr.), Frank (John P. Ryan) and Lenore Davis...",,,,,,
Open Water,2003,71,78.239,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Estelle Lau",Daniel (Daniel Travis) and Susan (Blanchard Ryan) embark on a tropical vacation with their scuba-diving certifications in tow. During a...,55518641.0,Horror,5.8,63.0,79.0,53460.0
The Mist,2007,72,77.41,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","After a powerful storm damages their Maine home, David Drayton (Thomas Jane) and his young son head into town to...",57189408.0,Drama,5.4,,42.0,24611.0
The Ring,2002,71,77.093,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",It sounds like just another urban legend -- a videotape filled with nightmarish images leads to a phone call foretelling...,248218486.0,Horror,7.1,57.0,115.0,342341.0
Phantasm,1979,74,76.524,Don Coscarelli,"Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester","The residents of a small town have begun dying under strange circumstances, leading young Mike (Michael Baldwin) to investigate. After...",,Horror,6.6,72.0,89.0,36398.0
Frailty,2002,75,79.08,Bill Paxton,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary","Set in present day Texas, ""Frailty"" centers on the FBI's search for a serial killer who calls himself ""God's Hands.""...",19947280.0,Drama,7.2,64.0,100.0,83153.0
Dog Soldiers,2002,80,80.989,Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham","During a routine nighttime training mission in the Scottish Highlands, a small squad of British soldiers expected to rendezvous with...",58104.0,Horror,6.8,,105.0,59413.0
Basket Case,1982,76,76.206,Frank Henenlotter,"Kevin Van Hentenryck, Terri Susan Smith, Beverly Bonner",Duane (Kevin Van Hentenryck) checks into a sleazy hotel with a wicker basket containing his telepathic Siamese twin....,,Comedy,6.1,77.0,91.0,18771.0
Eden Lake,2008,80,80.425,James Watkins,"Finn Atkins, Michael Fassbender, James Gandhi, Thomas Gill","During a romantic weekend getaway, a young couple confronts a gang of youths, and suffers brutal consequences....",4294373.0,Horror,6.7,65.0,91.0,83608.0
Candyman,1992,78,84.601,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons",Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on...,77395789.0,Horror,5.9,72.0,91.0,54606.0
Oculus,2013,75,80.527,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane","Haunted by the violent demise of their parents 10 years earlier, adult siblings Kaylie (Karen Gillan) and Tim (Brenton Thwaites)...",44115496.0,Horror,6.5,61.0,104.0,126737.0
Land of the Dead,2005,74,81.683,George Romero,"Simon Baker, John Alberto Leguizamo, Asia Argento, Robert Joy","In a world where zombies form the majority of the population, the remaining humans build a feudal society away from...",,Sci-Fi,6.2,71.0,93.0,96079.0
Night of the Comet,1984,79,78.641,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Geoffrey Lewis","After a rare comet sighting, teen sisters Regina (Catherine Mary Stewart) and Samantha (Kelli Maroney) find that they're among the...",14600000.0,Comedy,6.3,59.0,95.0,20753.0
Wes Craven's New Nightmare,1994,80,82.005,Wes Craven,"Robert Englund, Heather Langenkamp, Miko Hughes, David Newsom","Reality and fantasy meet in unsettling ways in this installment of the long-running horror series, which finds director Wes Craven...",18090181.0,,,,,
Trick 'r Treat,2007,84,84.521,Michael Dougherty,"Anna Paquin, Brian Cox, Dylan Baker, Leslie Bibb","Interwoven stories demonstrate that some traditions are best not forgotten as the residents (Anna Paquin, Brian Cox, Dylan Baker) of...",,Comedy,6.7,,82.0,90386.0
The Lost Boys,1987,75,80.131,Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes",Teenage brothers Michael (Jason Patric) and Sam (Corey Haim) move with their mother (Dianne Wiest) to a small town in...,32396366.0,Comedy,7.2,63.0,97.0,138644.0
The Lodge,2019,74,86.423,Veronika Franz,"Riley Keough, Jaeden Lieberher, Lia McHugh, Richard Armitage","During a family retreat to a remote winter cabin over the holidays, the father is forced to abruptly depart for...",3090713.0,Drama,6.0,64.0,108.0,44750.0
Southbound,2015,81,83.619,Roxanne Benjamin,"Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese","Interlocking tales of highway terror revolve around malevolent spirits at a truck stop, a mysterious traveler, a car accident and...",224743.0,Horror,5.9,58.0,89.0,19181.0
Lights Out,2016,75,85.427,David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke","When Rebecca (Teresa Palmer) left home, she thought that her childhood fears were behind her. As a young girl growing...",148806510.0,Horror,6.3,58.0,81.0,126404.0
The Platform,2019,79,84.204,Galder Gaztelu-Urrutia,"Emilio Buale, Zorion Eguileor, Alexandra Masangkay, Ivan Massagué","In the future, prisoners housed in vertical cells watch as inmates in the upper cells are fed while those below...",,Horror,7.0,73.0,94.0,208101.0
